Record_ID,Date,Year,Month,Season,Country,City,Latitude,Longitude,Population_Density_per_km2,Green_Cover_Pct,AQI,AQI_Category,Pollution_Alert_Level,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,SO2_ugm3,CO_mgm3,O3_ugm3,VOC_ugm3,NH3_ugm3,Lead_Pb_ugm3,Benzene_ugm3,Formaldehyde_ugm3,Black_Carbon_ugm3,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Visibility_km,Weather_Condition,Primary_Pollution_Source,Industry_Nearby,Traffic_Density,Health_Effects,Associated_Diseases,Respiratory_Risk_Index,Cardiovascular_Risk_Index,Cancer_Risk_Index,Daily_Mortality_Risk,Exceeds_WHO_PM25_Standard,WHO_PM25_Guideline_ugm3
GAP-00060,2021-10-20,2021,10,Autumn,Philippines,Davao,18.783,-10.8571,49318,39.4,46,Good,None,24.66,50.07,2.6,18.37,1.05,165.01,66.8,15.65,0.6937,0.125,30.12,18.42,-0.1,59.1,8.3,SW,972.9,9.43,Rainy,Steel Manufacturing,No,Very High,No significant health effects,None,9.2,7.7,1.996,Low,Yes,15
GAP-00061,2023-11-26,2023,11,Autumn,South Korea,Daegu,32.8081,23.9034,30861,29.5,100,Moderate,Advisory,44.49,87.4,91.79,20.08,7.31,132.72,99.41,60.81,1.429,18.166,36.35,22.6,-6.2,19.0,20.2,E,961.5,8.75,Cloudy,Power Plants (Coal),No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,20.0,16.7,4.493,Moderate,Yes,15
GAP-00062,2022-07-18,2022,7,Summer,Ethiopia,Addis Ababa,-17.6455,127.1805,26065,36.1,333,Hazardous,Hazardous Emergency,140.43,285.67,393.15,15.27,20.65,70.83,166.53,78.22,0.3021,13.895,41.16,1.71,25.2,93.7,4.8,S,1031.7,5.84,Clear,Residential Heating (Wood/Coal),Yes,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",66.6,55.5,2.122,Very High,Yes,15
GAP-00063,2020-04-30,2020,4,Spring,India,Chennai,66.9832,-37.3537,31940,37.3,409,Hazardous,Hazardous Emergency,240.32,548.75,339.17,100.11,20.41,104.01,370.67,62.92,0.7219,0.911,8.62,13.44,28.5,62.2,22.9,NE,998.3,4.89,Hazy,Steel Manufacturing,No,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",81.8,68.2,1.662,Very High,Yes,15
GAP-00064,2017-09-26,2017,9,Autumn,Japan,Fukuoka,50.7807,42.9103,1006,43.9,158,Unhealthy,Warning,100.63,217.23,107.6,44.22,8.57,48.84,236.15,78.01,0.9758,4.071,34.17,2.63,-13.2,32.7,16.5,E,1029.5,8.03,Rainy,Vehicle Emissions,Yes,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",31.6,26.3,2.839,Moderate,Yes,15
GAP-00065,2020-03-17,2020,3,Spring,Nigeria,Port Harcourt,42.0,-18.5397,27540,50.3,295,Very Unhealthy,Emergency,185.94,372.78,218.19,76.53,13.13,15.0,179.47,48.89,0.897,15.88,32.92,29.77,2.0,41.6,13.7,N,997.3,6.31,Sunny,Sandstorm/Dust Storm,Yes,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",59.0,49.2,3.246,High,Yes,15
GAP-00066,2022-06-27,2022,6,Summer,Bangladesh,Narayanganj,19.8392,-20.9186,21977,20.2,160,Unhealthy,Warning,75.4,186.34,42.98,68.47,5.99,52.03,209.5,36.18,0.7727,7.249,29.85,5.32,8.5,95.3,9.4,SW,1012.5,8.0,Foggy,Steel Manufacturing,No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",32.0,26.7,2.505,Moderate,Yes,15
GAP-00067,2020-01-18,2020,1,Winter,Vietnam,Ho Chi Minh City,45.7088,30.9725,9897,47.1,189,Unhealthy,Warning,88.91,211.94,114.91,31.9,6.47,123.8,45.36,36.51,0.8822,18.977,13.0,11.1,7.8,63.3,12.8,S,1002.7,7.64,Rainy,Residential Heating (Wood/Coal),No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",37.8,31.5,2.973,Moderate,Yes,15
GAP-00068,2015-11-14,2015,11,Autumn,Germany,Cologne,24.89,108.6775,45322,2.0,139,Unhealthy for Sensitive Groups,Watch,78.11,119.84,182.93,9.16,2.52,18.79,134.69,18.75,0.2708,1.862,5.61,17.75,26.3,45.0,17.1,S,1014.9,8.26,Smoggy,Residential Heating (Wood/Coal),No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.8,23.2,0.747,Moderate,Yes,15
GAP-00069,2015-11-27,2015,11,Autumn,Colombia,Cali,-52.8105,-62.8595,22523,58.7,222,Very Unhealthy,Emergency,123.55,227.66,161.01,14.93,2.4,34.4,313.29,58.9,0.2444,3.848,36.68,5.11,-0.9,94.8,9.3,E,1012.9,7.22,Foggy,Agricultural Burning,Yes,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",44.4,37.0,1.415,High,Yes,15
GAP-00070,2015-09-21,2015,9,Autumn,Poland,Krakow,37.3062,111.5918,19664,45.4,27,Good,None,17.8,40.38,4.87,10.77,1.86,112.1,38.15,66.32,1.0008,11.586,17.75,5.2,21.3,38.0,30.4,W,1039.5,9.66,Hazy,Cement Production,No,Very High,No significant health effects,None,5.4,4.5,2.936,Low,Yes,15
GAP-00071,2024-05-04,2024,5,Spring,India,Chennai,0.5524,-125.9666,28194,15.0,450,Hazardous,Hazardous Emergency,224.15,485.87,487.59,172.05,27.02,84.05,554.09,10.5,0.8172,0.215,16.57,11.31,8.8,71.2,13.9,W,995.9,4.38,Sunny,Oil Refinery,Yes,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",90.0,75.0,1.977,Very High,Yes,15
GAP-00072,2018-05-08,2018,5,Spring,China,Xi'an,64.4405,-124.986,27037,45.1,333,Hazardous,Hazardous Emergency,150.03,321.45,339.82,84.16,13.7,171.75,424.43,73.22,1.2208,2.267,7.88,16.04,-0.2,51.9,14.1,W,1004.0,5.84,Rainy,Cement Production,Yes,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",66.6,55.5,2.713,Very High,Yes,15
GAP-00073,2020-06-12,2020,6,Summer,Germany,Cologne,-20.922,-16.274,12339,43.3,123,Unhealthy for Sensitive Groups,Watch,82.29,129.3,156.75,40.48,3.58,43.52,90.01,16.37,0.2503,12.385,26.39,20.27,40.8,56.8,20.5,N,967.2,8.46,Foggy,Oil Refinery,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",24.6,20.5,1.648,Moderate,Yes,15
GAP-00074,2016-06-06,2016,6,Summer,Ethiopia,Dire Dawa,19.1923,88.2796,23303,49.3,438,Hazardous,Hazardous Emergency,199.0,434.04,117.91,116.05,23.42,28.17,377.46,21.27,1.4444,9.723,40.4,16.73,-12.4,65.7,33.3,N,1008.1,4.53,Hazy,Oil Refinery,Yes,Low,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",87.6,73.0,4.183,Very High,Yes,15
GAP-00075,2017-01-14,2017,1,Winter,Bangladesh,Narayanganj,-27.9075,-103.6785,29394,52.3,344,Hazardous,Hazardous Emergency,155.64,289.61,416.58,132.83,14.51,53.46,161.87,58.82,1.2769,13.461,40.57,23.12,-6.0,47.3,5.8,N,978.8,5.7,Rainy,Shipping Ports,No,High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",68.8,57.3,4.038,Very High,Yes,15
GAP-00076,2018-10-14,2018,10,Autumn,South Africa,Durban,-12.8466,119.0193,17675,7.1,204,Very Unhealthy,Emergency,120.89,254.73,151.78,24.44,6.11,111.06,154.58,79.04,0.2055,13.933,20.51,13.13,28.1,70.9,34.7,W,970.3,7.45,Cloudy,Shipping Ports,No,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",40.8,34.0,1.518,High,Yes,15
GAP-00077,2023-05-27,2023,5,Spring,Japan,Tokyo,28.6859,143.3883,8583,28.0,116,Unhealthy for Sensitive Groups,Watch,55.62,119.32,93.71,23.62,3.27,68.41,108.5,35.95,1.248,13.425,3.96,19.38,1.3,62.2,24.0,N,978.5,8.55,Clear,Waste Incineration,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.2,19.3,3.246,Moderate,Yes,15
GAP-00078,2017-10-09,2017,10,Autumn,Thailand,Bangkok,-40.0214,137.8953,33054,55.7,31,Good,None,17.59,39.24,19.78,1.08,1.32,172.8,8.79,55.51,0.3022,10.763,5.29,13.79,30.4,40.6,23.4,SE,1023.6,9.61,Foggy,Vehicle Emissions,Yes,Medium,No significant health effects,None,6.2,5.2,1.248,Low,Yes,15
GAP-00079,2021-04-29,2021,4,Spring,Japan,Tokyo,14.2253,-45.9808,47914,21.4,116,Unhealthy for Sensitive Groups,Watch,72.05,163.45,40.61,39.14,0.91,53.7,137.71,69.31,0.9131,10.186,8.39,2.36,-7.9,30.0,12.3,SE,990.5,8.55,Foggy,Steel Manufacturing,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.2,19.3,2.503,Moderate,Yes,15
GAP-00080,2023-09-21,2023,9,Autumn,Egypt,Cairo,-14.684,-123.7042,8314,19.0,273,Very Unhealthy,Emergency,145.83,306.33,192.11,125.61,10.31,178.67,349.67,17.47,1.396,2.416,40.96,11.73,37.7,86.4,28.3,E,1023.2,6.59,Windy,Mining Operations,Yes,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",54.6,45.5,3.732,High,Yes,15
GAP-00081,2019-06-13,2019,6,Summer,Turkey,Bursa,-38.1042,134.8567,17397,29.2,116,Unhealthy for Sensitive Groups,Watch,54.18,133.14,90.28,54.14,5.05,91.49,56.58,48.9,0.2097,17.975,41.55,9.87,42.2,82.6,23.5,SE,969.7,8.55,Windy,Power Plants (Coal),Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.2,19.3,2.149,Moderate,Yes,15
GAP-00082,2021-09-25,2021,9,Autumn,Kenya,Kisumu,-37.2188,-96.6191,44986,59.0,33,Good,None,16.29,32.68,19.96,1.89,1.6,46.73,30.98,52.37,0.2289,1.321,39.15,14.06,-11.5,97.5,2.5,NE,1015.6,9.59,Hazy,Biomass Burning,Yes,High,No significant health effects,None,6.6,5.5,1.307,Low,Yes,15
GAP-00083,2015-10-10,2015,10,Autumn,Canada,Montreal,-6.6152,135.0511,10006,49.8,115,Unhealthy for Sensitive Groups,Watch,69.88,109.17,79.99,57.31,7.04,114.59,54.82,50.29,0.791,8.579,6.97,26.65,12.0,27.1,13.2,SW,993.1,8.56,Cloudy,Vehicle Emissions,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.0,19.2,2.15,Moderate,Yes,15
GAP-00084,2022-02-16,2022,2,Winter,Saudi Arabia,Dammam,6.0301,-88.7366,29350,30.5,208,Very Unhealthy,Emergency,91.55,175.65,220.64,60.98,10.69,42.25,195.09,26.56,1.2516,12.623,10.34,2.41,-12.4,42.7,9.7,NW,1011.7,7.4,Windy,Agricultural Burning,No,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",41.6,34.7,3.341,High,Yes,15
GAP-00085,2020-03-19,2020,3,Spring,Egypt,Luxor,6.9315,-23.754,41724,28.2,131,Unhealthy for Sensitive Groups,Watch,81.38,160.81,68.38,26.23,4.58,143.45,175.65,76.47,1.1806,6.377,34.56,13.41,0.3,84.0,1.8,W,1032.1,8.36,Rainy,Biomass Burning,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.2,21.8,3.371,Moderate,Yes,15
GAP-00086,2018-02-16,2018,2,Winter,Ethiopia,Addis Ababa,-11.2871,83.0297,48405,28.3,285,Very Unhealthy,Emergency,133.41,318.77,176.45,125.92,2.51,178.01,193.47,4.78,0.058,14.95,33.12,24.16,-8.7,13.1,18.0,NW,991.0,6.44,Smoggy,Residential Heating (Wood/Coal),No,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",57.0,47.5,1.526,High,Yes,15
GAP-00087,2024-07-17,2024,7,Summer,China,Chongqing,11.2878,-118.4634,12554,46.7,473,Hazardous,Hazardous Emergency,215.48,360.74,76.27,156.96,27.23,55.06,26.44,7.49,1.4518,5.979,38.58,18.93,7.9,28.1,4.7,SW,1009.2,4.09,Smoggy,Wildfire/Forest Fire,No,Medium,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",94.6,78.8,3.974,Very High,Yes,15
GAP-00088,2018-10-26,2018,10,Autumn,Philippines,Cebu,61.0397,55.8951,2511,56.6,147,Unhealthy for Sensitive Groups,Watch,94.02,168.56,192.17,44.53,6.48,137.17,179.69,52.86,0.193,6.832,46.44,7.13,7.3,48.0,15.7,S,1009.0,8.16,Rainy,Pesticide Spraying,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",29.4,24.5,1.656,Moderate,Yes,15
GAP-00089,2023-01-28,2023,1,Winter,USA,New York,-34.3981,-93.7746,48958,32.8,130,Unhealthy for Sensitive Groups,Watch,90.7,196.95,57.89,57.23,2.62,102.48,125.22,18.46,1.4676,14.989,28.11,5.83,-11.8,38.2,26.5,W,981.5,8.38,Sunny,Garbage Burning,Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.0,21.7,4.247,Moderate,Yes,15
GAP-00090,2016-01-17,2016,1,Winter,South Africa,Johannesburg,37.714,112.399,22706,1.6,250,Very Unhealthy,Emergency,161.33,276.44,172.74,105.29,13.81,102.18,223.94,41.16,0.447,11.344,34.6,26.26,23.2,77.0,6.0,S,996.9,6.88,Windy,Residential Heating (Wood/Coal),No,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",50.0,41.7,2.153,High,Yes,15
GAP-00091,2020-04-22,2020,4,Spring,Canada,Montreal,-14.1335,-89.0558,15429,45.8,133,Unhealthy for Sensitive Groups,Watch,60.94,145.03,118.13,21.14,7.44,148.57,123.97,55.34,0.5635,10.82,26.45,25.52,35.4,83.3,0.9,SW,1020.0,8.34,Sunny,Cement Production,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.6,22.2,2.197,Moderate,Yes,15
GAP-00092,2017-10-26,2017,10,Autumn,Germany,Hamburg,-46.8933,29.4955,3636,31.1,87,Moderate,Advisory,47.9,77.82,46.49,28.14,5.11,46.93,19.86,53.38,0.0038,3.65,1.94,5.42,-4.1,44.1,14.4,SE,1029.9,8.91,Cloudy,Power Plants (Gas),Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.4,14.5,0.229,Low,Yes,15
GAP-00093,2023-07-19,2023,7,Summer,Vietnam,Da Nang,-43.9249,-69.3317,10770,20.4,98,Moderate,Advisory,55.68,117.12,89.45,39.54,2.05,150.26,74.47,7.09,0.0888,6.751,39.35,21.38,32.3,55.5,15.7,E,971.8,8.78,Windy,Construction Dust,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,19.6,16.3,1.302,Low,Yes,15
GAP-00094,2023-07-11,2023,7,Summer,Vietnam,Da Nang,-20.8661,12.4717,32423,35.6,81,Moderate,Advisory,50.23,90.39,20.97,25.97,3.06,40.3,83.97,79.3,1.1211,14.826,47.54,6.49,18.9,96.2,6.2,S,1016.0,8.99,Rainy,Power Plants (Gas),Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.2,13.5,3.934,Low,Yes,15
GAP-00095,2018-05-23,2018,5,Spring,Russia,St. Petersburg,-38.5813,-20.3201,46957,10.4,151,Unhealthy,Warning,103.01,181.23,89.37,65.99,9.56,41.64,182.54,37.2,0.725,2.756,4.49,21.97,14.8,48.4,25.7,N,1021.2,8.11,Clear,Sandstorm/Dust Storm,Yes,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",30.2,25.2,1.678,Moderate,Yes,15
GAP-00096,2022-10-27,2022,10,Autumn,India,Bangalore,-11.7599,-43.3229,38378,37.6,171,Unhealthy,Warning,92.62,140.17,68.55,4.63,0.63,56.87,73.79,63.18,1.4623,7.487,21.73,25.42,1.1,23.8,29.9,E,963.7,7.86,Windy,Garbage Burning,Yes,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",34.2,28.5,3.734,Moderate,Yes,15
GAP-00097,2019-12-10,2019,12,Winter,Japan,Fukuoka,65.9195,-79.6708,29105,58.3,6,Good,None,4.02,6.12,5.38,2.89,0.25,169.26,0.61,34.08,0.391,14.643,49.07,8.07,24.3,27.4,20.0,SW,997.1,9.93,Sunny,Wildfire/Forest Fire,Yes,High,No significant health effects,None,1.2,1.0,2.496,Low,No,15
GAP-00098,2019-06-30,2019,6,Summer,Pakistan,Lahore,28.6278,-2.8687,46186,40.2,242,Very Unhealthy,Emergency,149.07,285.91,36.02,83.12,10.0,176.69,87.22,32.91,0.8143,15.855,27.67,18.58,-1.4,84.5,15.3,NW,971.3,6.97,Foggy,Power Plants (Coal),Yes,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",48.4,40.3,2.975,High,Yes,15
GAP-00099,2018-05-29,2018,5,Spring,Philippines,Davao,-23.0633,130.3254,14989,52.9,154,Unhealthy,Warning,91.67,187.5,17.6,39.84,9.34,88.07,15.65,63.12,0.3028,5.247,8.65,10.24,30.4,55.7,7.6,NE,1030.2,8.07,Rainy,Residential Heating (Wood/Coal),Yes,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",30.8,25.7,1.041,Moderate,Yes,15
GAP-00100,2019-04-08,2019,4,Spring,Thailand,Pattaya,17.1992,44.5102,21850,22.0,217,Very Unhealthy,Emergency,135.67,279.21,163.1,11.2,5.74,58.01,130.49,64.07,0.5585,9.089,20.17,3.26,11.5,27.2,6.9,NW,967.5,7.29,Windy,Steel Manufacturing,No,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",43.4,36.2,1.975,High,Yes,15
GAP-00101,2021-11-02,2021,11,Autumn,Turkey,Istanbul,44.8242,136.1329,2357,10.0,87,Moderate,Advisory,45.13,108.99,63.19,7.24,4.57,144.85,42.82,68.72,1.3593,5.61,49.18,4.65,-2.9,26.2,31.3,NE,1012.3,8.91,Cloudy,Construction Dust,Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.4,14.5,3.983,Low,Yes,15
GAP-00102,2016-12-12,2016,12,Winter,Nigeria,Kano,66.6822,-37.3689,23222,5.7,347,Hazardous,Hazardous Emergency,222.46,446.08,447.84,73.49,25.62,123.55,333.52,14.11,1.323,8.607,8.53,0.87,18.6,56.4,25.3,NE,1031.2,5.66,Sunny,Wildfire/Forest Fire,Yes,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",69.4,57.8,3.247,Very High,Yes,15
GAP-00103,2018-04-07,2018,4,Spring,Poland,Wroclaw,1.2939,75.9272,6500,54.4,22,Good,None,14.86,23.94,22.46,10.87,1.49,120.78,10.74,21.09,1.2291,17.608,26.51,7.71,-8.2,17.7,25.3,N,993.6,9.72,Sunny,Residential Heating (Wood/Coal),No,High,No significant health effects,None,4.4,3.7,3.869,Low,No,15
GAP-00104,2017-12-19,2017,12,Winter,USA,New York,9.0818,-46.0396,33259,21.1,32,Good,None,18.34,41.05,34.6,13.52,0.63,15.29,35.69,9.4,0.4731,0.176,34.24,5.43,24.3,97.3,3.0,SE,966.2,9.6,Foggy,Cement Production,Yes,Medium,No significant health effects,None,6.4,5.3,1.64,Low,Yes,15
GAP-00105,2024-04-08,2024,4,Spring,Argentina,Cordoba,67.1,-99.5518,46788,33.3,235,Very Unhealthy,Emergency,96.34,173.79,207.37,110.32,15.39,140.23,279.17,53.53,0.3912,18.153,33.7,17.03,-8.3,49.3,16.4,E,1029.2,7.06,Windy,Power Plants (Coal),Yes,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",47.0,39.2,2.364,High,Yes,15
GAP-00106,2019-12-04,2019,12,Winter,Egypt,Giza,12.5873,-103.453,34278,7.6,164,Unhealthy,Warning,67.67,151.57,201.2,23.55,10.58,59.68,224.42,60.56,1.2076,0.458,48.16,21.94,3.3,83.0,10.2,NE,1029.8,7.95,Windy,Steel Manufacturing,No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",32.8,27.3,3.401,Moderate,Yes,15
GAP-00107,2019-11-29,2019,11,Autumn,South Korea,Daegu,-1.3522,-56.3614,9935,47.9,62,Moderate,Advisory,25.03,49.28,26.35,18.67,1.43,60.99,69.52,4.8,1.3544,17.06,33.56,18.0,38.5,26.3,3.2,NE,979.2,9.22,Smoggy,Pesticide Spraying,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,12.4,10.3,4.233,Low,Yes,15
GAP-00108,2015-04-16,2015,4,Spring,Egypt,Giza,-34.3969,-83.09,26699,36.5,134,Unhealthy for Sensitive Groups,Watch,74.56,116.59,149.29,40.4,1.27,25.96,183.14,53.87,1.2441,17.592,28.8,15.76,10.8,37.9,15.5,NE,1021.9,8.32,Clear,Residential Heating (Wood/Coal),Yes,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.8,22.3,3.944,Moderate,Yes,15
GAP-00109,2020-04-11,2020,4,Spring,Thailand,Bangkok,-49.2939,-91.4934,28983,3.3,63,Moderate,Advisory,33.62,76.95,54.48,21.41,0.68,49.81,74.68,77.69,0.3948,5.504,23.91,29.52,1.1,45.8,31.3,NW,960.2,9.21,Sunny,Shipping Ports,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,12.6,10.5,1.543,Low,Yes,15
GAP-00110,2018-11-26,2018,11,Autumn,USA,Denver,-49.4515,-53.5989,5532,31.2,127,Unhealthy for Sensitive Groups,Watch,87.82,160.83,83.82,12.96,5.87,57.72,41.95,41.81,0.0093,0.253,11.34,1.58,-8.5,39.8,28.2,W,1005.8,8.41,Foggy,Chemical Plants,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",25.4,21.2,0.258,Moderate,Yes,15
GAP-00111,2022-10-12,2022,10,Autumn,France,Toulouse,47.9738,132.6416,22482,40.8,86,Moderate,Advisory,41.74,96.76,62.3,37.89,3.74,15.04,87.83,4.54,0.6764,18.596,8.68,12.0,28.8,87.6,23.6,NW,980.7,8.93,Sunny,Mining Operations,No,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.2,14.3,2.456,Low,Yes,15
GAP-00112,2017-10-30,2017,10,Autumn,USA,Detroit,25.762,47.7738,37872,56.6,26,Good,None,15.36,23.83,9.57,0.9,1.19,126.72,5.04,31.32,0.6849,7.444,6.49,12.86,30.1,16.2,3.3,SW,988.4,9.68,Sunny,Power Plants (Gas),No,Low,No significant health effects,None,5.2,4.3,1.872,Low,Yes,15
GAP-00113,2017-02-07,2017,2,Winter,Saudi Arabia,Riyadh,-39.6246,23.6267,38294,24.6,85,Moderate,Advisory,49.27,98.65,18.18,5.29,1.06,39.21,82.1,59.54,0.7955,16.597,49.57,24.69,26.7,56.9,16.0,SW,966.8,8.94,Clear,Pesticide Spraying,No,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.0,14.2,3.412,Low,Yes,15
GAP-00114,2021-02-27,2021,2,Winter,Indonesia,Bandung,-8.7435,-122.4594,10283,35.3,311,Hazardous,Hazardous Emergency,192.43,414.17,352.24,108.16,10.21,124.4,134.1,25.2,1.1837,8.984,40.02,24.76,36.5,90.7,15.4,E,985.5,6.11,Cloudy,Mining Operations,No,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",62.2,51.8,3.617,Very High,Yes,15
GAP-00115,2022-12-17,2022,12,Winter,China,Guangzhou,-27.7634,141.7099,12001,32.3,444,Hazardous,Hazardous Emergency,247.64,498.17,110.4,144.14,1.92,139.52,631.06,27.84,0.7763,7.64,0.83,11.88,32.5,62.4,4.0,E,1027.8,4.45,Cloudy,Mining Operations,Yes,Very High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",88.8,74.0,1.951,Very High,Yes,15
